JoinMode,Group,Name,Profile,AppEUI,DevEUI,AppKey,DevAddr,AppSKey,NwkSKey
OTAA,,lorasim-device-018,AS923,0000000000000000,18d3bf0000000012,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-019,AS923,0000000000000000,18d3bf0000000013,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-020,AS923,0000000000000000,18d3bf0000000014,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-021,AS923,0000000000000000,18d3bf0000000015,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-022,AS923,0000000000000000,18d3bf0000000016,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-023,AS923,0000000000000000,18d3bf0000000017,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-024,AS923,0000000000000000,18d3bf0000000018,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-025,AS923,0000000000000000,18d3bf0000000019,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-026,AS923,0000000000000000,18d3bf000000001a,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-027,AS923,0000000000000000,18d3bf000000001b,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-028,AS923,0000000000000000,18d3bf000000001c,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-029,AS923,0000000000000000,18d3bf000000001d,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-030,AS923,0000000000000000,18d3bf000000001e,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-031,AS923,0000000000000000,18d3bf000000001f,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-032,AS923,0000000000000000,18d3bf0000000020,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-033,AS923,0000000000000000,18d3bf0000000021,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-034,AS923,0000000000000000,18d3bf0000000022,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-035,AS923,0000000000000000,18d3bf0000000023,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-036,AS923,0000000000000000,18d3bf0000000024,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-037,AS923,0000000000000000,18d3bf0000000025,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-038,AS923,0000000000000000,18d3bf0000000026,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-039,AS923,0000000000000000,18d3bf0000000027,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-040,AS923,0000000000000000,18d3bf0000000028,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-041,AS923,0000000000000000,18d3bf0000000029,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-042,AS923,0000000000000000,18d3bf000000002a,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-043,AS923,0000000000000000,18d3bf000000002b,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-044,AS923,0000000000000000,18d3bf000000002c,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-045,AS923,0000000000000000,18d3bf000000002d,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-046,AS923,0000000000000000,18d3bf000000002e,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-047,AS923,0000000000000000,18d3bf000000002f,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-048,AS923,0000000000000000,18d3bf0000000030,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-049,AS923,0000000000000000,18d3bf0000000031,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-050,AS923,0000000000000000,18d3bf0000000032,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-051,AS923,0000000000000000,18d3bf0000000033,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-052,AS923,0000000000000000,18d3bf0000000034,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-053,AS923,0000000000000000,18d3bf0000000035,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-054,AS923,0000000000000000,18d3bf0000000036,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-055,AS923,0000000000000000,18d3bf0000000037,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-056,AS923,0000000000000000,18d3bf0000000038,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-057,AS923,0000000000000000,18d3bf0000000039,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-058,AS923,0000000000000000,18d3bf000000003a,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-059,AS923,0000000000000000,18d3bf000000003b,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-060,AS923,0000000000000000,18d3bf000000003c,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-061,AS923,0000000000000000,18d3bf000000003d,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-062,AS923,0000000000000000,18d3bf000000003e,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-063,AS923,0000000000000000,18d3bf000000003f,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-064,AS923,0000000000000000,18d3bf0000000040,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-065,AS923,0000000000000000,18d3bf0000000041,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-066,AS923,0000000000000000,18d3bf0000000042,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-067,AS923,0000000000000000,18d3bf0000000043,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-068,AS923,0000000000000000,18d3bf0000000044,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-069,AS923,0000000000000000,18d3bf0000000045,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-070,AS923,0000000000000000,18d3bf0000000046,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-071,AS923,0000000000000000,18d3bf0000000047,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-072,AS923,0000000000000000,18d3bf0000000048,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-073,AS923,0000000000000000,18d3bf0000000049,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-074,AS923,0000000000000000,18d3bf000000004a,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-075,AS923,0000000000000000,18d3bf000000004b,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-076,AS923,0000000000000000,18d3bf000000004c,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-077,AS923,0000000000000000,18d3bf000000004d,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-078,AS923,0000000000000000,18d3bf000000004e,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-079,AS923,0000000000000000,18d3bf000000004f,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-080,AS923,0000000000000000,18d3bf0000000050,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-081,AS923,0000000000000000,18d3bf0000000051,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-082,AS923,0000000000000000,18d3bf0000000052,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-083,AS923,0000000000000000,18d3bf0000000053,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-084,AS923,0000000000000000,18d3bf0000000054,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-085,AS923,0000000000000000,18d3bf0000000055,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-086,AS923,0000000000000000,18d3bf0000000056,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-087,AS923,0000000000000000,18d3bf0000000057,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-088,AS923,0000000000000000,18d3bf0000000058,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-089,AS923,0000000000000000,18d3bf0000000059,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-090,AS923,0000000000000000,18d3bf000000005a,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-091,AS923,0000000000000000,18d3bf000000005b,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-092,AS923,0000000000000000,18d3bf000000005c,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-093,AS923,0000000000000000,18d3bf000000005d,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-094,AS923,0000000000000000,18d3bf000000005e,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-095,AS923,0000000000000000,18d3bf000000005f,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-096,AS923,0000000000000000,18d3bf0000000060,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-097,AS923,0000000000000000,18d3bf0000000061,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-098,AS923,0000000000000000,18d3bf0000000062,00112233445566778899AABBCCDDEEFF,,,
OTAA,,lorasim-device-099,AS923,0000000000000000,18d3bf0000000063,00112233445566778899AABBCCDDEEFF,,,
